column,token,raw_count,merged_count,parquet_string_count,parquet_null_count,missing_column_rows,expected_merged_empty,lost_to_parquet,flag_token_loss
best_oa_location.source.display_name,N.A.,0,0,0,469723,0,,0,False
best_oa_location.source.display_name,N/A,0,0,0,469723,0,,0,False
best_oa_location.source.display_name,NULL,0,0,0,469723,0,,0,False
best_oa_location.source.display_name,NaN,0,0,0,469723,0,,0,False
best_oa_location.source.display_name,\N,0,0,0,469723,0,,0,False
best_oa_location.source.display_name,None,0,0,0,469723,0,,0,False
best_oa_location.source.display_name,null,0,0,0,469723,0,,0,False
best_oa_location.source.display_name,nan,0,0,0,469723,0,,0,False
best_oa_location.source.display_name,Na,0,0,0,469723,0,,0,False
best_oa_location.source.host_organization,,504396,504396,0,504396,0,504396.0,504396,True
best_oa_location.source.host_organization,NA,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization,N.A.,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization,N/A,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization,NULL,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization,NaN,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization,\N,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization,None,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization,null,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization,nan,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization,Na,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_lineage,,504396,504396,0,504396,0,504396.0,504396,True
best_oa_location.source.host_organization_lineage,NA,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_lineage,N.A.,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_lineage,N/A,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_lineage,NULL,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_lineage,NaN,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_lineage,\N,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_lineage,None,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_lineage,null,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_lineage,nan,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_lineage,Na,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_lineage_names,,504396,504396,0,504396,0,504396.0,504396,True
best_oa_location.source.host_organization_lineage_names,NA,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_lineage_names,N.A.,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_lineage_names,N/A,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_lineage_names,NULL,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_lineage_names,NaN,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_lineage_names,\N,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_lineage_names,None,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_lineage_names,null,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_lineage_names,nan,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_lineage_names,Na,0,0,0,504396,0,,0,False
best_oa_location.source.host_organization_name,,504397,504397,0,504397,0,504397.0,504397,True
best_oa_location.source.host_organization_name,NA,0,0,0,504397,0,,0,False
best_oa_location.source.host_organization_name,N.A.,0,0,0,504397,0,,0,False
best_oa_location.source.host_organization_name,N/A,0,0,0,504397,0,,0,False
best_oa_location.source.host_organization_name,NULL,0,0,0,504397,0,,0,False
best_oa_location.source.host_organization_name,NaN,0,0,0,504397,0,,0,False
best_oa_location.source.host_organization_name,\N,0,0,0,504397,0,,0,False
best_oa_location.source.host_organization_name,None,0,0,0,504397,0,,0,False
best_oa_location.source.host_organization_name,null,0,0,0,504397,0,,0,False
best_oa_location.source.host_organization_name,nan,0,0,0,504397,0,,0,False
